source,author,title,description,url,url_to_image,published_on,content,SentimentScore,Compound,Popup,LocationNames,Coordinates,Latitude,Longitude,FrequentWords,Colors
Al Jazeera English,Al Jazeera,UN body’s motion on Quran burning: How did your country vote?,"The motion brought after the Muslim holy book was desecrated in Sweden was disputed, but passed.",https://www.aljazeera.com/news/2023/7/12/un-bodys-motion-on-quran-burning-how-did-your-country-vote,https://www.aljazeera.com/wp-content/uploads/2023/07/2023-06-30T160727Z_1252557235_RC2QT1ALTE2B_RTRMADP_3_SWEDEN-DEMONSTRATION-IRAN-1689158628.jpg?resize=1920%2C1440,2023-07-12T10:50:43Z,"The United Nations Human Rights Council has approved a resolution on religious hatred and bigotry in the wake of a Quran-burning stunt in Sweden that led to protests across the Muslim world.
The res… [+2294 chars]","{'neg': 0.14, 'neu': 0.732, 'pos': 0.128, 'compound': -0.128}",-0.128,"UN body’s motion on Quran burning: How did your country vote?
https://www.aljazeera.com/news/2023/7/12/un-bodys-motion-on-quran-burning-how-did-your-country-vote",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.88489387529588,-75.39285296040892,"[('United', 1), ('Nations', 1), ('Human', 1), ('Rights', 1), ('Council', 1)]",#f8b01f
AllAfrica - Top Africa News,publicaffairs@voa.gov (VOA),Somalia: Somalia Suspends Athletics Head After Runner's Slow 100-Meter Sprint,"[VOA] The Somali government has suspended its head of athletics after a sprinter finished more than 10 seconds behind the winner in the 100-meter dash at the 2023 World University Games in Chengdu, China.",https://allafrica.com/stories/202308030029.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-08-03T05:32:43Z,"The Somali government has suspended its head of athletics after a sprinter finished more than 10 seconds behind the winner in the 100-meter dash at the 2023 World University Games in Chengdu, China.… [+1629 chars]","{'neg': 0.076, 'neu': 0.831, 'pos': 0.093, 'compound': 0.1779}",0.1779,"Somalia: Somalia Suspends Athletics Head After Runner's Slow 100-Meter Sprint
https://allafrica.com/stories/202308030029.html",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",8.043742912523568,49.26459923682592,"[('Somali', 1), ('government', 1), ('suspended', 1), ('head', 1), ('athletics', 1)]",#f8b01f
Yahoo Entertainment,Daphne Psaledakis,"Senior US Treasury official to raise Russia grain deal in travel to Kenya, Somalia",A top U.S. Treasury official will highlight Washington's efforts to facilitate Russian grain and fertilizer exports during a visit to Kenya and Somalia and...,https://news.yahoo.com/senior-us-treasury-official-raise-211453263.html,https://media.zenfs.com/en/reuters.com/9061dc3d1ad49b15a89ffa314c6b44f5,2023-07-24T21:14:53Z,"By Daphne Psaledakis
WASHINGTON (Reuters) - A top U.S. Treasury official will highlight Washington's efforts to facilitate Russian grain and fertilizer exports during a visit to Kenya and Somalia an… [+3181 chars]","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.6124}",0.6124,"Senior US Treasury official to raise Russia grain deal in travel to Kenya, Somalia
https://news.yahoo.com/senior-us-treasury-official-raise-211453263.html","{'Countries': ['Kenya', 'Somalia']}","(1.4419683, 38.4313975)",1.5477378490972313,38.09683382500264,"[('Daphne', 1), ('Psaledakis', 1), ('\r\n', 1), ('WASHINGTON', 1), ('Reuters', 1)]",#7bf618
Deadline,Max Goldbart,George Alagiah Dies: BBC Newsreader Was 67,"Veteran BBC newsreader George Alagiah has died aged 67, his agent has said. The Sri Lankan-born newsreader’s agent Mary Greenham told PA: “I am so terribly sorry to inform you that George Alagiah died peacefully today, surrounded by his family and loved ones.…",https://deadline.com/2023/07/george-alagiah-dies-bbc-newsreader-was-67-1235446175/,https://deadline.com/wp-content/uploads/2023/07/GettyImages-1163039109.jpg?w=1024,2023-07-24T11:05:38Z,"Veteran BBC newsreader George Alagiah has died aged 67, his agent has said.
The Sri Lankan-born newsreader’s agent Mary Greenham told PA: “I am so terribly sorry to inform you that George Alagiah di… [+1466 chars]","{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.8688}",-0.8688,"George Alagiah Dies: BBC Newsreader Was 67
https://deadline.com/2023/07/george-alagiah-dies-bbc-newsreader-was-67-1235446175/",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.698632698099416,-75.4224365346679,"[('newsreader', 2), ('George', 2), ('Alagiah', 2), ('agent', 2), ('Veteran', 1)]",#fa2525
The Guardian,Helen Sullivan,Russia-Ukraine war live: China’s economic support for Putin growing – US report; Russia says drone downed over Moscow,"China helping Russia evade sanctions according to US intelligence; no damage or casualties caused by drone, says Russian defence ministry<ul><li>Russia-Ukraine war at a glance</li></ul> Continue reading...",https://www.theguardian.com/world/live/2023/jul/28/russia-ukraine-war-live-china-economic-support-putin-drone-downed-moscow,https://i.guim.co.uk/img/media/409ab7f0e48bc198d72b25b087a7c375bb8479ef/0_187_5992_3595/master/5992.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctbGl2ZS5wbmc&enable=upscale&s=1a476a5576a6839ba096bf05d34acd7c,2023-07-28T04:58:10Z,Welcome back to our live coverage of the war in Ukraine. This is Helen Sullivan with the latest.Russian air defences downed a Ukrainian military drone before it could attack its targets near Moscow o… [+3493 chars],"{'neg': 0.19, 'neu': 0.741, 'pos': 0.069, 'compound': -0.6369}",-0.6369,"Russia-Ukraine war live: China’s economic support for Putin growing – US report; Russia says drone downed over Moscow
https://www.theguardian.com/world/live/2023/jul/28/russia-ukraine-war-live-china-economic-support-putin-drone-downed-moscow",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-7.236460930773327,-74.91512313021386,"[('Welcome', 1), ('live', 1), ('coverage', 1), ('war', 1), ('Ukraine', 1)]",#f95323
The Daily Caller,Kay Smythe,"US Airstrike Requested By Somalian Government Kills Five Militants, Officials Say","Five al-Shabaab militants were killed in a U.S. airstrike in Somalia, officials announced Thursday.",https://dailycaller.com/2023/07/21/al-shabaab-militants-killed-somalia-airstrike-us/,https://cdn01.dailycaller.com/wp-content/uploads/2023/07/GettyImages-973399536-scaled-e1689941646574.jpg,2023-07-21T13:07:13Z,"Five al-Shabaab militants were killed in a U.S. airstrike in Somalia, officials announced Thursday.
The “collective self-defense” airstrike was conducted at the request of the Federal Government of … [+2096 chars]","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.6705}",-0.6705,"US Airstrike Requested By Somalian Government Kills Five Militants, Officials Say
https://dailycaller.com/2023/07/21/al-shabaab-militants-killed-somalia-airstrike-us/",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-7.120850703416614,-74.7419067523985,"[('airstrike', 2), ('al', 1), ('Shabaab', 1), ('militants', 1), ('killed', 1)]",#f95323
UPI.com,Darryl Coote,U.S. blacklists Somalian ISIS financier for fueling terrorism in Africa,The United States has sanctioned a Somali man accused of being the financier of his nation's branch of the Islamic State.,https://www.upi.com/Top_News/World-News/2023/07/28/sanctions-Somalia-ISIS-financier/9011690527039/,https://media.zenfs.com/en/united_press_international_articles_356/3ac5deb2b8b4f41065a4fa4d5e947888,2023-07-28T07:56:06Z,"The Treasury under Secretary Janet Yellen on Thursday blacklisted Abdiweli Mohamed Yusuf, a man accused of being a financier for ISIS-Somalia. File Photo by Bonnie Cash/UPI
July 28 (UPI) -- The Unit… [+1922 chars]","{'neg': 0.061, 'neu': 0.889, 'pos': 0.05, 'compound': -0.1027}",-0.1027,"U.S. blacklists Somalian ISIS financier for fueling terrorism in Africa
https://www.upi.com/Top_News/World-News/2023/07/28/sanctions-Somalia-ISIS-financier/9011690527039/",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.7389331729572515,-75.14860513264931,"[('UPI', 2), ('Treasury', 1), ('Secretary', 1), ('Janet', 1), ('Yellen', 1)]",#f8b01f
Al Jazeera English,Al Jazeera,"Black Sea grain deal in peril as UN, Turkey await Russia response","UN, Turkish officials awaiting Russian response as last cargo ship carrying Ukrainian grain leaves Odesa.",https://www.aljazeera.com/news/2023/7/17/black-sea-grain-deal-in-peril-as-un-turkey-await-russia-response,https://www.aljazeera.com/wp-content/uploads/2023/07/2023-07-04T132059Z_1479813124_RC2FCX98FKP6_RTRMADP_3_UKRAINE-CRISIS-RUSSIA-GRAINS-1689571275.jpg?resize=1920%2C1440,2023-07-17T06:09:46Z,"A United Nations and Turkey-brokered pact that allowed the export of Ukrainian grain via the Black Sea is set to expire on Monday if Russia does not agree to extend it.
The last cargo ship cleared b… [+3412 chars]","{'neg': 0.085, 'neu': 0.817, 'pos': 0.098, 'compound': 0.1461}",0.1461,"Black Sea grain deal in peril as UN, Turkey await Russia response
https://www.aljazeera.com/news/2023/7/17/black-sea-grain-deal-in-peril-as-un-turkey-await-russia-response",{'Countries': ['Turkey']},"(38.9597594, 34.9249653)",39.058060251854016,35.11902816097941,"[('United', 1), ('Nations', 1), ('Turkey', 1), ('brokered', 1), ('pact', 1)]",#f8b01f
AllAfrica - Top Africa News,,Somalia: Somalia's Youth - A Beacon of Hope #WD2023,"[allAfrica] Kigali, Rwanda -- Somalia's youth are facing a crisis.",https://allafrica.com/stories/202307200653.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-07-20T17:41:44Z,"Kigali, Rwanda — Somalia's youth are facing a crisis.
The country has been facing challenges in addressing youth unemployment, this means that millions of young people are unable to find work and ar… [+8433 chars]","{'neg': 0.174, 'neu': 0.794, 'pos': 0.032, 'compound': -0.7717}",-0.7717,"Somalia: Somalia's Youth - A Beacon of Hope #WD2023
https://allafrica.com/stories/202307200653.html",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",8.12326676341263,49.370813819553184,"[('youth', 2), ('facing', 2), ('Kigali', 1), ('Rwanda', 1), ('Somalia', 1)]",#f95323
VOA News,webdesk@voanews.com (Harun Maruf),US Airstrike in Somalia Kills Five Militants,"The U.S. military command in Africa has said it conducted an airstrike in central Somalia that killed five al-Shabab militants. 


In a press statement Thursday, AFRCOM said the ""collective self-defense"" airstrike occurred July 19 in a remote area near Hareer…",https://www.voanews.com/a/us-airstrike-in-somalia-kills-five-militants-/7188972.html,https://gdb.voanews.com/f2dad17a-8bd6-43b7-9e7a-0696c95a79d6_w1200_r1.jpg,2023-07-20T15:47:31Z,"The U.S. military command in Africa has said it conducted an airstrike in central Somalia that killed five al-Shabab militants. 
In a press statement Thursday, AFRCOM said the ""collective self-defen… [+1834 chars]","{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.6705}",-0.6705,"US Airstrike in Somalia Kills Five Militants
https://www.voanews.com/a/us-airstrike-in-somalia-kills-five-militants-/7188972.html",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",8.49143142544519,48.92511142435337,"[('said', 2), ('U.S.', 1), ('military', 1), ('command', 1), ('Africa', 1)]",#f95323
CBS News,,Somali sports official suspended as video of slow runner goes viral,The head of Somalia's national athletics federation has been suspended after a video of the agonizingly slow run by Nasra Abukar was shared on social media.,https://www.cbsnews.com/news/somalia-slow-runner-nasra-abukar-athletics-accusations-nepotism/,https://assets3.cbsnewsstatic.com/hub/i/r/2023/08/03/9fc2a14e-fb6d-43ee-a935-354c073c7af7/thumbnail/1200x630/715ee0baa6fb11a0d3f1af3493b351bd/somalia-slow-runner.jpg?v=523df724471d66f84598615fede8d33f,2023-08-03T14:46:49Z,The chairwoman of Somalia's national athletics federation has been suspended amid accusations of nepotism after a seemingly untrained female sprinter represented the African country at the World Univ… [+1588 chars],"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.6597}",-0.6597,"Somali sports official suspended as video of slow runner goes viral
https://www.cbsnews.com/news/somalia-slow-runner-nasra-abukar-athletics-accusations-nepotism/",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.534194536701812,-75.1827519076209,"[('chairwoman', 1), ('Somalia', 1), ('national', 1), ('athletics', 1), ('federation', 1)]",#f95323
Memeorandum.com,,U.S. Forces provide assistance to Somalia National Army (africom.mil),"africom.mil:
U.S. Forces provide assistance to Somalia National Army  —  At the request of the Federal Government of Somalia, U.S. Africa Command conducted a collective self-defense airstrike in a remote area near Hareeri Kalle, approximately 15 kilometers so…",https://www.memeorandum.com/230721/p14,https://www.africom.mil/Img/35120/Large/us-forces-provide-assistance-to-somalia-national-army,2023-07-21T13:20:01Z,"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"U.S. Forces provide assistance to Somalia National Army (africom.mil)
https://www.memeorandum.com/230721/p14",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-7.129635607451061,-75.12306271192332,"[('memeorandum', 1), ('auto', 1), ('generated', 1), ('summary', 1), ('stories', 1)]",#f8b01f
Yahoo Entertainment,Hillary ORINDE,'Vigilance is key': Al Shabaab threat rising in Kenya's northeast,"In Kenya's rural northeast, roadside bombs and beheadings that killed two dozen people last month appear to be part of a troubling escalation of violence by ...",https://news.yahoo.com/vigilance-key-al-shabaab-threat-054341461.html,https://media.zenfs.com/en/afp.com/0be69f214c7a2fb111c02ccb7de2c41b,2023-07-23T05:43:41Z,"Al-Shabaab targeted the Dusit hotel and office complex in Nairobi, killing 21 people (Luis TATO)
In Kenya's rural northeast, roadside bombs and beheadings that killed two dozen people last month app… [+4574 chars]","{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.872}",-0.872,"'Vigilance is key': Al Shabaab threat rising in Kenya's northeast
https://news.yahoo.com/vigilance-key-al-shabaab-threat-054341461.html",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-7.1446018263537105,-75.1345785324614,"[('people', 2), ('Al', 1), ('Shabaab', 1), ('targeted', 1), ('Dusit', 1)]",#fa2525
CBS News,CBS News,"Untrained sprinter finishes last at world race, prompting athletics chief suspension","A seemingly untrained sprinter from Somalia quickly fell behind her competitors in the 100-meter race at the World University Games in China, prompting the African nation to suspend its athletics chief over accusations of nepotism because the runner was the a…",https://www.cbsnews.com/video/untrained-sprinter-finishes-last-at-world-race-prompting-athletics-chief-suspension/,https://assets2.cbsnewsstatic.com/hub/i/r/2023/08/03/5dd1a212-c52d-4897-93d0-fca819ff38d3/thumbnail/1200x630/816439e818e610b1865beece12443716/0803-running-social.jpg?v=523df724471d66f84598615fede8d33f,2023-08-03T16:27:00Z,"Watch CBS News
Copyright ©2023 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.128}",0.128,"Untrained sprinter finishes last at world race, prompting athletics chief suspension
https://www.cbsnews.com/video/untrained-sprinter-finishes-last-at-world-race-prompting-athletics-chief-suspension/",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.525583642388066,-74.70841070425806,"[('\r\n', 3), ('CBS', 2), ('Watch', 1), ('News', 1), ('Copyright', 1)]",#f8b01f
AllAfrica - Top Africa News,,Somalia: Attack On Kenya Defence Forces Outpost Confirms Al-Shabaab Drone Use,[Shabelle] Nairobi -- Kenyan security forces have increased their operations along the country's 680-kilometer border with Somalia in response to recent attacks by al-Shabaab.,https://allafrica.com/stories/202307290240.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-07-29T14:21:36Z,"Nairobi — Kenyan security forces have increased their operations along the country's 680-kilometer border with Somalia in response to recent attacks by al-Shabaab.
Al-Shabaab, which has suffered rep… [+3606 chars]","{'neg': 0.167, 'neu': 0.71, 'pos': 0.123, 'compound': -0.3818}",-0.3818,"Somalia: Attack On Kenya Defence Forces Outpost Confirms Al-Shabaab Drone Use
https://allafrica.com/stories/202307290240.html",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",8.476233100421373,49.1526025510884,"[('Shabaab', 2), ('Nairobi', 1), ('Kenyan', 1), ('security', 1), ('forces', 1)]",#f8b01f
AllAfrica - Top Africa News,,Somalia: Govt Prepares Local Fighters for 2nd Phase of Anti-Al-Shabaab War,"[Shabelle] Guri'el, Somalia -- A large number of local fighters were shown in Guri'el district, Galmudug as they are prepared for the second phase of operations against Al-Shabaab.",https://allafrica.com/stories/202307310065.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-07-31T07:58:23Z,"Guri'el, Somalia — A large number of local fighters were shown in Guri'el district, Galmudug as they are prepared for the second phase of operations against Al-Shabaab.
The 3,000 clan militia will b… [+1098 chars]","{'neg': 0.033, 'neu': 0.879, 'pos': 0.088, 'compound': 0.25}",0.25,"Somalia: Govt Prepares Local Fighters for 2nd Phase of Anti-Al-Shabaab War
https://allafrica.com/stories/202307310065.html",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",8.318536956626657,49.38372103556101,"[(""Guri'el"", 2), ('Somalia', 1), ('large', 1), ('number', 1), ('local', 1)]",#dff71b
AllAfrica - Top Africa News,,Kenya: Somalia Rejects Mediation Offer in Maritime Border Row With Kenya,"[allAfrica] Harare -- Somalia has stated that it will not accept mediation in a maritime dispute with Kenya, which was ruled by the International Court of Justice (ICJ) in October 2021, according to The East African.",https://allafrica.com/stories/202307260585.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-07-26T16:17:27Z,"Harare — Somalia has stated that it will not accept mediation in a maritime dispute with Kenya, which was ruled by the International Court of Justice (ICJ) in October 2021, according to The East Afri… [+2172 chars]","{'neg': 0.116, 'neu': 0.804, 'pos': 0.08, 'compound': -0.124}",-0.124,"Kenya: Somalia Rejects Mediation Offer in Maritime Border Row With Kenya
https://allafrica.com/stories/202307260585.html","{'Countries': ['Kenya', 'Somalia']}","(1.4419683, 38.4313975)",1.273637152930303,37.970264842905635,"[('Harare', 1), ('Somalia', 1), ('stated', 1), ('accept', 1), ('mediation', 1)]",#f8b01f
BBC News,,Watch: George Alagiah's extraordinary career,"George Alagiah, one of the BBC's longest-serving and most respected journalists, has died at 67.",https://www.bbc.co.uk/news/av/uk-66200509,https://ichef.bbci.co.uk/news/1024/branded_news/5F4F/production/_130499342_p0g2m6pn.jpg,2023-07-24T11:10:53Z,"George Alagiah, one of the BBC's longest-serving and most respected journalists, has died at 67, nine years after being diagnosed with cancer.
Alagiah won awards for reports on the famine and war in… [+470 chars]","{'neg': 0.233, 'neu': 0.569, 'pos': 0.198, 'compound': -0.4228}",-0.4228,"Watch: George Alagiah's extraordinary career
https://www.bbc.co.uk/news/av/uk-66200509",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.730175550295139,-75.00251759337488,"[('Alagiah', 2), ('George', 1), ('BBC', 1), ('longest', 1), ('serving', 1)]",#f98121
DW (English),Deutsche Welle,Somalia: Al-Shabab Islamist kills dozens in attack on army,A suicide bomber has killed between 20 and 30 soldiers and injured nearly 60 more in an attack on a military academy in Mogadishu. Al-Qaeda-affiliate al-Shabab has been trying to topple Somalia's government since 2007.,https://www.dw.com/en/somalia-al-shabab-islamist-kills-dozens-in-attack-on-army/a-66333884,https://static.dw.com/image/65876634_6.jpg,2023-07-24T22:19:00Z,"A lone Islamist suicide bomber from the al-Shabab militia killed scores of Somali soldiers Monday in an attack on the Jaalle Siyaad Military Academy in Mogadishu.
Conflicting reports say between 20 … [+2868 chars]","{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.9509}",-0.9509,"Somalia: Al-Shabab Islamist kills dozens in attack on army
https://www.dw.com/en/somalia-al-shabab-islamist-kills-dozens-in-attack-on-army/a-66333884",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",8.638572060761419,48.89792353862237,"[('lone', 1), ('Islamist', 1), ('suicide', 1), ('bomber', 1), ('\xa0', 1)]",#fa2525
Independent,Evelyne Musambi,"In a refugee camp in Kenya, food shortages left kids hungry even before Russia ended grain deal",One of the world's largest refugee camps offers a stark example of the global food security crisis,https://www.independent.co.uk/news/ap-russia-somalia-kenya-dadaab-b2378631.html,https://static.independent.co.uk/2023/07/20/07/Kenya_Refugees_at_Risk_82016.jpg?quality=75&width=1200&auto=webp,2023-07-20T05:57:04Z,"For free real time breaking news alerts sent straight to your inbox sign up to our breaking news emails
Sign up to our free breaking news emails
Abdikadir Omar was trapped in an extremist-controlle… [+5465 chars]","{'neg': 0.077, 'neu': 0.729, 'pos': 0.194, 'compound': 0.6249}",0.6249,"In a refugee camp in Kenya, food shortages left kids hungry even before Russia ended grain deal
https://www.independent.co.uk/news/ap-russia-somalia-kenya-dadaab-b2378631.html",{'Countries': ['Kenya']},"(1.4419683, 38.4313975)",0.949575881282619,38.65653064116437,"[('breaking', 3), ('news', 3), ('free', 2), ('emails', 2), ('\r\n', 2)]",#7bf618
Rolling Stone,Peter Wade,"Trump Promises to Bring Back Travel Ban, Flirts with Vaccine Skepticism","The former president vowed to execute ""the largest domestic deportation operation in American history"" and said he would appoint a commission to investigate Big Pharma",https://www.rollingstone.com/politics/politics-news/trump-bring-back-travel-ban-vaccine-skepticism-1234789250/,https://www.rollingstone.com/wp-content/uploads/2023/07/GettyImages-1534367702.jpg?w=1600&h=900&crop=1,2023-07-16T01:51:12Z,"Donald Trump promised to make America xenophobic again by bringing back his travel ban, a move that Rolling Stonereported he was considering in May.
“When I return to office, the travel ban is comin… [+4038 chars]","{'neg': 0.169, 'neu': 0.773, 'pos': 0.059, 'compound': -0.6908}",-0.6908,"Trump Promises to Bring Back Travel Ban, Flirts with Vaccine Skepticism
https://www.rollingstone.com/politics/politics-news/trump-bring-back-travel-ban-vaccine-skepticism-1234789250/",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-7.03055633816358,-74.7341023934766,"[('travel', 2), ('ban', 2), ('Donald', 1), ('Trump', 1), ('promised', 1)]",#f95323
ABC News (AU),ABC News,Somalian's glacial 100m race prompts apology from country's sports minister,"Somalia's university union says it has not sent any runners to the World University Games in China, but Nasra Abukar still appeared in the 100m heats, running an embarrassingly slow race.",https://www.abc.net.au/news/2023-08-03/somalia-world-university-games-100-metres/102683824,https://live-production.wcms.abc-cdn.net.au/852c4883894ce353bc1eb75952eaeaa6?impolicy=wcms_crop_resize&cropH=1036&cropW=1842&xPos=0&yPos=0&width=862&height=485,2023-08-03T03:20:36Z,Somalia's sports minister has publicly apologised after a seemingly untrained female sprinter represented the African country at the World University Games in China and took more than 20 seconds to f… [+1183 chars],"{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.1027}",0.1027,"Somalian's glacial 100m race prompts apology from country's sports minister
https://www.abc.net.au/news/2023-08-03/somalia-world-university-games-100-metres/102683824",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-7.27131654375426,-75.38421623333454,"[('Somalia', 1), ('sports', 1), ('minister', 1), ('publicly', 1), ('apologised', 1)]",#f8b01f
VOA News,webdesk@voanews.com (Ahmed Mohamed),Al-Shabab Imposes Blockade on Baidoa Town in Somalia,"Somalia President Hassan Sheikh Mohamud has condemned the militant group al-Shabab for imposing a weeklong blockade on the southwestern town of Baidoa. Authorities say the Islamist group has cut off supplies in and out of the area, worsening hunger caused by …",https://www.voanews.com/a/al-shabab-imposes-blockade-on-baidoa-town-in-somalia-/7185165.html,https://gdb.voanews.com/40D98128-8902-40F4-9738-3B63AAA9C989_w1200_r1.png,2023-07-18T01:36:06Z,"mogadishu, somalia  Somalia President Hassan Sheikh Mohamud has condemned the militant group al-Shabab for imposing a weeklong blockade on the southwestern town of Baidoa. Authorities say the Islamis… [+2809 chars]","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.5106}",-0.5106,"Al-Shabab Imposes Blockade on Baidoa Town in Somalia
https://www.voanews.com/a/al-shabab-imposes-blockade-on-baidoa-town-in-somalia-/7185165.html",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",8.571837328618264,48.65562629047398,"[('mogadishu', 1), ('somalia', 1), ('\xa0', 1), ('Somalia', 1), ('President', 1)]",#f98121
Cracked.com,Eli Yudin,5 Nonviolent But Still Devastating Military Tactics,"Better a puke ray than mustard gas, I suppose",https://www.cracked.com/article_38670_5-nonviolent-but-still-devastating-military-tactics.html,https://s3.crackedcdn.com/phpimages/article/7/3/0/902730.jpg,2023-07-13T16:00:00Z,The words nonlethal and war seem to be at odds from the very get-go. Any idea about the general value of life is something youve pretty much got to shelve away if youre going to be of any use on the … [+5925 chars],"{'neg': 0.077, 'neu': 0.812, 'pos': 0.111, 'compound': 0.1779}",0.1779,"5 Nonviolent But Still Devastating Military Tactics
https://www.cracked.com/article_38670_5-nonviolent-but-still-devastating-military-tactics.html",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.804254140947553,-74.68249704707803,"[('words', 1), ('nonlethal', 1), ('war', 1), ('odds', 1), ('idea', 1)]",#f8b01f
CNA,,Somalia says Russia grants relief on debt worth US$684 million,"MOGADISHU: Russia has granted debt relief on over US$684 million owed by Somalia in a deal finalised on the sidelines of a Russia-Africa summit in St Petersburg, officials from the Horn of Africa nation said. Emerging from decades of civil war, Somalia is see…",https://www.channelnewsasia.com/world/somalia-says-russia-grants-relief-debt-worth-us684-million-3659356,"https://onecms-res.cloudinary.com/image/upload/s--ggaweGe7--/fl_relative,g_south_east,l_one-cms:core:watermark:reuters,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2023-07-27t152111z_1_lynxmpej6q0re_rtroptp_3_russia-africa-forum-somalia.jpg?itok=zHCmJ0GW",2023-07-27T18:42:53Z,"MOGADISHU: Russia has granted debt relief on over US$684 million owed by Somalia in a deal finalised on the sidelines of a Russia-Africa summit in St Petersburg, officials from the Horn of Africa nat… [+1559 chars]","{'neg': 0.062, 'neu': 0.813, 'pos': 0.126, 'compound': 0.3818}",0.3818,"Somalia says Russia grants relief on debt worth US$684 million
https://www.channelnewsasia.com/world/somalia-says-russia-grants-relief-debt-worth-us684-million-3659356",{'Countries': ['Somalia']},"(8.3676771, 49.083416)",7.895679114733925,48.71415215951204,"[('Russia', 2), ('Africa', 2), ('MOGADISHU', 1), ('granted', 1), ('debt', 1)]",#dff71b
Breitbart News,"Dylan Gwinn, Dylan Gwinn","WATCH: Somali Sprinter Turns in Shockingly Slow Performance, Sparking Nepotism Controversy","A Somali runner had the world guessing why she was chosen to represent her country after posting the worst 100-meter run time in the history of 100-meter run times. As it turns out, she was there because of nepotism.",https://www.breitbart.com/sports/2023/08/02/watch-somali-sprinter-turns-in-shockingly-slow-performance-sparking-nepotism-controversy/,https://media.breitbart.com/media/2023/02/Getty-Images-7-640x335.jpg,2023-08-02T20:17:33Z,"A Somali runner had the world guessing why she was chosen to represent her country after posting the worst 100-meter run time in the history of 100-meter run times.
As it turns out, she was there be… [+2010 chars]","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.6249}",-0.6249,"WATCH: Somali Sprinter Turns in Shockingly Slow Performance, Sparking Nepotism Controversy
https://www.breitbart.com/sports/2023/08/02/watch-somali-sprinter-turns-in-shockingly-slow-performance-sparking-nepotism-controversy/",{'Countries': ['Peru']},"(-6.8699697, -75.0458515)",-6.697355344197237,-75.49748181190259,"[('100', 2), ('meter', 2), ('run', 2), ('Somali', 1), ('runner', 1)]",#f95323
